,dname_e,geometry
0,Bang Phlat,"POLYGON ((100.51649349210246 13.800334643279882, 100.51621866384252 13.799223371701881, 100.5158416538716 13.798222331405864, 100.51527851834011 13.797133174269035, 100.51411923301622 13.795569732841777, 100.51224534736292 13.79335758803457, 100.51037133380501 13.791209831116065, 100.50839337263064 13.78925252089632, 100.50830669494229 13.789167178414406, 100.50796928385488 13.788833661095246, 100.50587197222403 13.786376502141033, 100.50582304897851 13.786319175674993, 100.50574674874001 13.786229249099202, 100.50544098506428 13.78587180520191, 100.50383998401449 13.783732484103986, 100.5025744851898 13.781174159178132, 100.50251926380304 13.781035515642774, 100.50248762514825 13.780969043236126, 100.50008964037515 13.775304667673277, 100.49904260409168 13.772908822465899, 100.49837685964594 13.77138634393272, 100.49723415253509 13.768846438368131, 100.49696153028592 13.768241324662473, 100.49492854575705 13.765670656016889, 100.49407282148067 13.764805802233246, 100.49330033383474 13.764031964935672, 100.49099744016242 13.761906954312291, 100.48545129991939 13.769362988181404, 100.48532626895637 13.769517413491306, 100.48504875587543 13.769872756318339, 100.4845036314225 13.770595810814765, 100.48418422172773 13.770998862701271, 100.4833733484295 13.772019559589104, 100.48285669348945 13.77267577352946, 100.48222710422723 13.773389163497669, 100.48215382559383 13.773501468276281, 100.48203251621165 13.773605022632818, 100.48194718600996 13.773639434219096, 100.48158129351903 13.774005475430956, 100.48123226119101 13.774387233716768, 100.48111690166043 13.774517870364024, 100.48100476627573 13.774701594413544, 100.48053442826308 13.775188035872713, 100.4802763348581 13.775416704859998, 100.47985262027215 13.775872356665975, 100.47950806463702 13.77623148737233, 100.4790830061224 13.776657767792475, 100.47853450597424 13.777216991433425, 100.47808994103218 13.777667116438504, 100.47699850015422 13.778844282545334, 100.47568177139188 13.780230704244941, 100.4745379265325 13.781443204118807, 100.4737169279192 13.782336253534625, 100.4731328545875 13.782942007707012, 100.47295489981984 13.783139682502323, 100.47258223347059 13.783536261585615, 100.47161419327075 13.784581596966145, 100.46893040465696 13.78746316270313, 100.46869485717347 13.787603551821833, 100.46630722245517 13.787099155240432, 100.466324979664 13.787165715932602, 100.46635597505178 13.787223158052944, 100.46639961671201 13.787269225522433, 100.46641504768458 13.78733353985792, 100.46642186452706 13.787406945499953, 100.46638878283237 13.787478328829625, 100.4664232957612 13.78754365979693, 100.46648595658547 13.787580574196761, 100.46652558738373 13.787632315171079, 100.4665410395868 13.787700019382115, 100.46658124148651 13.787750626830181, 100.46653466031115 13.787789322765581, 100.46649158954835 13.78783477718109, 100.46651111620805 13.787906976914075, 100.46654216818605 13.7879734579868, 100.46661100414872 13.787980957310282, 100.46662525078268 13.788040759171022, 100.46667805671753 13.78807321245998, 100.46666051835838 13.788134333684095, 100.46662154349836 13.788187673531887, 100.46667440590437 13.78822916581087, 100.46668177247268 13.788298048333996, 100.46670237083218 13.7883566825011, 100.46673909740711 13.788406180833876, 100.46677815765959 13.788459054950058, 100.46681491954489 13.78851420267623, 100.46684530922671 13.78856712880307, 100.4668682336361 13.788628008676316, 100.46687555826307 13.788690111708863, 100.46685804109642 13.7887546228339, 100.46680226074913 13.788801282925856, 100.46673178220297 13.78880848303799, 100.46665956253341 13.788814563407035, 100.46659836093599 13.788826227662192, 100.4665407332699 13.788854819752892, 100.46650604437173 13.78894655187291, 100.4676956445681 13.789216290666332, 100.46809564913796 13.789306558135301, 100.47009933408265 13.789788371639785, 100.4711807127795 13.790037270819841, 100.47242042294359 13.790368832132346, 100.47323806287545 13.790594442384522, 100.47386427982033 13.7908065074822, 100.47431676611455 13.790968765967948, 100.4811459312608 13.793340133299635, 100.4832744186165 13.794078706147447, 100.48514036108963 13.794708112207932, 100.4861476481728 13.79511896924772, 100.48684129761344 13.79538708815138, 100.48859872929758 13.796131245013097, 100.48872094881656 13.796170052332677, 100.48887456938922 13.79623804760324, 100.48918755327102 13.796276829111415, 100.49433555202799 13.798133694635803, 100.4973397975254 13.799218217579051, 100.4990380278748 13.799825933737367, 100.50000048457447 13.80018050656131, 100.500535505879 13.800407744811718, 100.5011264118297 13.800695656098918, 100.50182001937526 13.801133218082846, 100.50247808621334 13.801617321838462, 100.50372183447519 13.802745285012103, 100.50414452720305 13.803123481482213, 100.50429801246656 13.803259262275587, 100.50541920421978 13.804294182249524, 100.50752550349587 13.806143374658625, 100.50845301849397 13.806991899712111, 100.50979471837185 13.80824012625653, 100.51043444986215 13.808833919739795, 100.51305157645207 13.811174817329137, 100.51369881016865 13.811764034644748, 100.51523275062598 13.813140980596158, 100.51540372662109 13.813029193672069, 100.51555270617234 13.812913022711427, 100.51582173813829 13.812677469523816, 100.51610158620916 13.812326597990925, 100.51633000620247 13.811979433467041, 100.51681347529374 13.810933535793106, 100.51711209245855 13.810178037911745, 100.51720862653255 13.80990852193127, 100.51734055627553 13.809391335577105, 100.51739454578406 13.809158239567346, 100.51745773465699 13.808738650642946, 100.51748376437087 13.808472959896756, 100.51755952105314 13.80749398539412, 100.51760477723273 13.806715194249554, 100.51765573427504 13.805834675721291, 100.51765293869767 13.804955619049021, 100.51762359925681 13.804620215323586, 100.51754312204028 13.803975531013837, 100.51750752580818 13.803745247973598, 100.517313693094 13.802913697422953, 100.51704799291707 13.802053212429454, 100.51676511421877 13.801217691115083, 100.5165777804816 13.800675357803083, 100.51653445108359 13.80050048829511, 100.51649349210246 13.800334643279882))"
